Gene,SV type, SV key
ENSMMUP00000060989.1,NA,NA
ENSMMUP00000035033.2,NA,NA
ENSMMUP00000021967.3,NA,NA
ENSMMUP00000016447.1,NA,NA
ENSMMUP00000056949.1,NA,NA
ENSMMUP00000060981.1,NA,NA
ENSMMUP00000060443.1,NA,NA
ENSMMUP00000015878.3,NA,NA
ENSMMUP00000022470.3,NA,NA
ENSMMUP00000016423.1,NA,NA
ENSMMUP00000058186.1,NA,NA
ENSMMUP00000018123.2,NA,NA
ENSMMUP00000004351.3,NA,NA
ENSMMUP00000046984.1,NA,NA
ENSMMUP00000055037.1,NA,NA
ENSMMUP00000019323.3,NA,NA
ENSMMUP00000008517.3,NA,NA
ENSMMUP00000025348.2,NA,NA
ENSMMUP00000059628.1,NA,NA
ENSMMUP00000004047.3,NA,NA
ENSMMUP00000016199.2,NA,NA
ENSMMUP00000047979.1,NA,NA
ENSMMUP00000053698.1,NA,NA
ENSMMUP00000029834.3,NA,NA
ENSMMUP00000011717.1,NA,NA
ENSMMUP00000002653.3,NA,NA
ENSMMUP00000034038.2,NA,NA
ENSMMUP00000009166.3,NA,NA
ENSMMUP00000045270.1,NA,NA
ENSMMUP00000060182.1,NA,NA
ENSMMUP00000010070.3,NA,NA
ENSMMUP00000047965.1,NA,NA
ENSMMUP00000037113.2,NA,NA
ENSMMUP00000055751.1,NA,NA
ENSMMUP00000038879.2,NA,NA
ENSMMUP00000044676.1,NA,NA
ENSMMUP00000055554.1,NA,NA
ENSMMUP00000012855.3,NA,NA
ENSMMUP00000046376.1,NA,NA
ENSMMUP00000051929.1,NA,NA
ENSMMUP00000056627.1,NA,NA
ENSMMUP00000019833.2,NA,NA
ENSMMUP00000046525.1,NA,NA
ENSMMUP00000008742.3,NA,NA
ENSMMUP00000021766.3,NA,NA
ENSMMUP00000039317.2,NA,NA
ENSMMUP00000051784.1,NA,NA
ENSMMUP00000015850.3,NA,NA
ENSMMUP00000017408.2,NA,NA
ENSMMUP00000036127.2,NA,NA
ENSMMUP00000023169.3,NA,NA
ENSMMUP00000001232.3,NA,NA
ENSMMUP00000014244.3,NA,NA
ENSMMUP00000041797.1,NA,NA
ENSMMUP00000005298.3,NA,NA
ENSMMUP00000022964.3,NA,NA
ENSMMUP00000001895.2,NA,NA
ENSMMUP00000053498.1,NA,NA
ENSMMUP00000023661.2,NA,NA
ENSMMUP00000020024.3,NA,NA
ENSMMUP00000001715.2,NA,NA
ENSMMUP00000028573.3,NA,NA
ENSMMUP00000038233.1,NA,NA
ENSMMUP00000007277.3,NA,NA
ENSMMUP00000057193.1,NA,NA
ENSMMUP00000036871.2,NA,NA
ENSMMUP00000006174.2,NA,NA
ENSMMUP00000047162.1,NA,NA
ENSMMUP00000004039.2,NA,NA
ENSMMUP00000048225.1,NA,NA
ENSMMUP00000027440.2,NA,NA
ENSMMUP00000038281.1,NA,NA
ENSMMUP00000002081.3,NA,NA
ENSMMUP00000031974.2,NA,NA
ENSMMUP00000032201.2,NA,NA
ENSMMUP00000002597.3,NA,NA
ENSMMUP00000006047.1,NA,NA
ENSMMUP00000032642.2,NA,NA
ENSMMUP00000058785.1,<DEL>,chr1:224679963:<DEL>:78733:3408.89
ENSMMUP00000005718.2,NA,NA
ENSMMUP00000036537.1,NA,NA
ENSMMUP00000001307.2,NA,NA
ENSMMUP00000044783.1,NA,NA
ENSMMUP00000020004.3,NA,NA
ENSMMUP00000026328.3,NA,NA
ENSMMUP00000015754.3,NA,NA
ENSMMUP00000057565.1,NA,NA
ENSMMUP00000043688.1,NA,NA
ENSMMUP00000002451.3,NA,NA
ENSMMUP00000031681.2,NA,NA
ENSMMUP00000050202.1,NA,NA
ENSMMUP00000014404.2,NA,NA
ENSMMUP00000002285.3,NA,NA
ENSMMUP00000045696.1,<DEL>,chr4:139921296:<DEL>:18231:8555.3
ENSMMUP00000051277.1,NA,NA
ENSMMUP00000036246.1,NA,NA
ENSMMUP00000002471.2,NA,NA
ENSMMUP00000006415.3,NA,NA
ENSMMUP00000058398.1,NA,NA
ENSMMUP00000049302.1,NA,NA
ENSMMUP00000036222.2,NA,NA
ENSMMUP00000028023.2,NA,NA
ENSMMUP00000022315.3,NA,NA
ENSMMUP00000027100.3,NA,NA
ENSMMUP00000051556.1,NA,NA
ENSMMUP00000042649.1,NA,NA
ENSMMUP00000016825.3,NA,NA
ENSMMUP00000051000.1,NA,NA
ENSMMUP00000006409.2,NA,NA
ENSMMUP00000001317.3,NA,NA
ENSMMUP00000011458.3,NA,NA
ENSMMUP00000014936.3,NA,NA
ENSMMUP00000005627.2,NA,NA
ENSMMUP00000031054.2,NA,NA
ENSMMUP00000007103.3,NA,NA
ENSMMUP00000041278.2,NA,NA
ENSMMUP00000001889.3,NA,NA
ENSMMUP00000044359.1,NA,NA
ENSMMUP00000060693.1,NA,NA
ENSMMUP00000060896.1,NA,NA
ENSMMUP00000051523.1,NA,NA
ENSMMUP00000011779.3,NA,NA
ENSMMUP00000020426.3,NA,NA
ENSMMUP00000050038.1,NA,NA
ENSMMUP00000013070.3,NA,NA
ENSMMUP00000013529.3,NA,NA
ENSMMUP00000020240.3,NA,NA
ENSMMUP00000024963.3,NA,NA
ENSMMUP00000002940.3,NA,NA
ENSMMUP00000055295.1,NA,NA
ENSMMUP00000033132.2,NA,NA
ENSMMUP00000045210.1,NA,NA
ENSMMUP00000012311.2,NA,NA
ENSMMUP00000033953.2,NA,NA
ENSMMUP00000008726.3,NA,NA
ENSMMUP00000059384.1,NA,NA
ENSMMUP00000037194.2,NA,NA
ENSMMUP00000031469.2,NA,NA
ENSMMUP00000007971.2,NA,NA
ENSMMUP00000053077.1,NA,NA
ENSMMUP00000046903.1,NA,NA
ENSMMUP00000057809.1,NA,NA
ENSMMUP00000038223.2,NA,NA
ENSMMUP00000020509.3,NA,NA
ENSMMUP00000039706.2,NA,NA
ENSMMUP00000026976.3,NA,NA
ENSMMUP00000050339.1,NA,NA
ENSMMUP00000047194.1,NA,NA
ENSMMUP00000035252.2,NA,NA
ENSMMUP00000040227.2,NA,NA
ENSMMUP00000004704.1,NA,NA
ENSMMUP00000000520.2,NA,NA
ENSMMUP00000045457.1,NA,NA
ENSMMUP00000045109.1,NA,NA
ENSMMUP00000036469.2,NA,NA
ENSMMUP00000024896.2,NA,NA
ENSMMUP00000019009.3,NA,NA
ENSMMUP00000031006.3,NA,NA
ENSMMUP00000026603.2,NA,NA
ENSMMUP00000031640.2,NA,NA
ENSMMUP00000039194.2,NA,NA
ENSMMUP00000055444.1,NA,NA
ENSMMUP00000053764.1,NA,NA
ENSMMUP00000007838.3,NA,NA
ENSMMUP00000035225.2,NA,NA
ENSMMUP00000024359.2,NA,NA
ENSMMUP00000042099.1,NA,NA
ENSMMUP00000052185.1,NA,NA
ENSMMUP00000019246.3,NA,NA
ENSMMUP00000049895.1,NA,NA
ENSMMUP00000040653.2,NA,NA
ENSMMUP00000034554.1,NA,NA
ENSMMUP00000058117.1,NA,NA
ENSMMUP00000054618.1,NA,NA
ENSMMUP00000026677.3,NA,NA
ENSMMUP00000022360.3,NA,NA
ENSMMUP00000027646.3,NA,NA
ENSMMUP00000048886.1,NA,NA
ENSMMUP00000024891.2,NA,NA
ENSMMUP00000021007.3,NA,NA
ENSMMUP00000035053.2,NA,NA
ENSMMUP00000010156.2,NA,NA
ENSMMUP00000058080.1,NA,NA
ENSMMUP00000021756.3,NA,NA
ENSMMUP00000042474.1,NA,NA
ENSMMUP00000005904.3,<DEL>,chr14:12059262:<DEL>:34703:1214.07
ENSMMUP00000052544.1,NA,NA
ENSMMUP00000054606.1,NA,NA
ENSMMUP00000034791.2,NA,NA
ENSMMUP00000003871.2,NA,NA
ENSMMUP00000038612.2,NA,NA
ENSMMUP00000017154.3,NA,NA
ENSMMUP00000037013.1,NA,NA
ENSMMUP00000026080.3,NA,NA
ENSMMUP00000019697.2,NA,NA
ENSMMUP00000017817.3,NA,NA
ENSMMUP00000032229.2,NA,NA
ENSMMUP00000054265.1,NA,NA
ENSMMUP00000002738.3,NA,NA
ENSMMUP00000058982.1,NA,NA
ENSMMUP00000060644.1,NA,NA
ENSMMUP00000004252.3,NA,NA
ENSMMUP00000052475.1,NA,NA
ENSMMUP00000042193.1,NA,NA
ENSMMUP00000051891.1,NA,NA
ENSMMUP00000026264.3,NA,NA
ENSMMUP00000044162.1,NA,NA
ENSMMUP00000028127.2,NA,NA
ENSMMUP00000005397.3,NA,NA
ENSMMUP00000057098.1,NA,NA
ENSMMUP00000050672.1,NA,NA
ENSMMUP00000007293.3,NA,NA
ENSMMUP00000056737.1,NA,NA
ENSMMUP00000050306.1,NA,NA
ENSMMUP00000056342.1,NA,NA
ENSMMUP00000057090.1,NA,NA
ENSMMUP00000035731.2,NA,NA
ENSMMUP00000014315.3,NA,NA
ENSMMUP00000060531.1,NA,NA
ENSMMUP00000044934.1,NA,NA
ENSMMUP00000029511.2,NA,NA
ENSMMUP00000026831.3,<DEL>,chrX:47911677:<DEL>:3192:4711.68
ENSMMUP00000044218.1,NA,NA
ENSMMUP00000053848.1,NA,NA
ENSMMUP00000022274.3,NA,NA
ENSMMUP00000042174.1,NA,NA
ENSMMUP00000059074.1,NA,NA
ENSMMUP00000011719.2,NA,NA
ENSMMUP00000022657.2,NA,NA
ENSMMUP00000057617.1,NA,NA
ENSMMUP00000044119.1,NA,NA
ENSMMUP00000036810.1,NA,NA
ENSMMUP00000052796.1,NA,NA
ENSMMUP00000037528.2,NA,NA
ENSMMUP00000039200.2,NA,NA
ENSMMUP00000050090.1,NA,NA
ENSMMUP00000025346.2,NA,NA
ENSMMUP00000002786.3,NA,NA
ENSMMUP00000054989.1,NA,NA
ENSMMUP00000053354.1,NA,NA
ENSMMUP00000045610.1,NA,NA
ENSMMUP00000003154.3,NA,NA
ENSMMUP00000005059.3,NA,NA
ENSMMUP00000034036.1,NA,NA
ENSMMUP00000007644.3,NA,NA
ENSMMUP00000008964.1,NA,NA
ENSMMUP00000001460.3,NA,NA
ENSMMUP00000028408.3,NA,NA
ENSMMUP00000048470.1,NA,NA
ENSMMUP00000060946.1,NA,NA
ENSMMUP00000056243.1,NA,NA
ENSMMUP00000043552.1,NA,NA
ENSMMUP00000055361.1,NA,NA
ENSMMUP00000051337.1,NA,NA
ENSMMUP00000051344.1,NA,NA
ENSMMUP00000045600.1,NA,NA
ENSMMUP00000020388.3,NA,NA
ENSMMUP00000020832.2,NA,NA
ENSMMUP00000047242.1,NA,NA
ENSMMUP00000057681.1,NA,NA
ENSMMUP00000006713.2,NA,NA
ENSMMUP00000018295.3,NA,NA
ENSMMUP00000017172.3,<DEL>,chr13:90947445:<DEL>:40595:118.59
ENSMMUP00000055227.1,NA,NA
ENSMMUP00000043016.1,NA,NA
ENSMMUP00000016189.2,NA,NA
ENSMMUP00000051451.1,NA,NA
ENSMMUP00000019732.2,NA,NA
ENSMMUP00000018588.2,NA,NA
ENSMMUP00000040450.2,NA,NA
ENSMMUP00000054658.1,NA,NA
ENSMMUP00000039647.2,NA,NA
ENSMMUP00000045170.1,NA,NA
ENSMMUP00000035850.1,NA,NA
ENSMMUP00000034930.2,NA,NA
ENSMMUP00000006488.2,NA,NA
ENSMMUP00000004197.2,NA,NA
ENSMMUP00000018729.3,NA,NA
ENSMMUP00000050966.1,NA,NA
ENSMMUP00000032358.2,NA,NA
ENSMMUP00000027668.3,NA,NA
ENSMMUP00000027000.3,NA,NA
ENSMMUP00000060962.1,NA,NA
ENSMMUP00000035802.1,NA,NA
ENSMMUP00000013168.3,NA,NA
ENSMMUP00000052245.1,NA,NA
ENSMMUP00000013934.3,NA,NA
ENSMMUP00000025045.3,NA,NA
ENSMMUP00000033813.2,NA,NA
ENSMMUP00000003083.2,NA,NA
ENSMMUP00000050138.1,NA,NA
ENSMMUP00000011004.3,NA,NA
ENSMMUP00000053665.1,NA,NA
ENSMMUP00000025922.3,NA,NA
ENSMMUP00000024065.3,NA,NA
ENSMMUP00000028152.3,NA,NA
ENSMMUP00000060017.1,NA,NA
ENSMMUP00000051343.1,NA,NA
ENSMMUP00000023992.3,NA,NA
ENSMMUP00000012655.2,NA,NA
ENSMMUP00000019607.3,NA,NA
ENSMMUP00000053063.1,NA,NA
ENSMMUP00000007649.3,NA,NA
ENSMMUP00000002353.3,NA,NA
ENSMMUP00000039991.2,NA,NA
ENSMMUP00000004868.1,NA,NA
ENSMMUP00000019364.3,NA,NA
ENSMMUP00000005886.3,NA,NA
ENSMMUP00000041026.2,NA,NA
ENSMMUP00000060556.1,NA,NA
ENSMMUP00000058843.1,NA,NA
ENSMMUP00000060303.1,NA,NA
ENSMMUP00000041671.1,NA,NA
ENSMMUP00000046826.1,NA,NA
ENSMMUP00000020428.2,NA,NA
ENSMMUP00000014371.3,NA,NA
ENSMMUP00000013037.2,NA,NA
ENSMMUP00000018367.3,NA,NA
ENSMMUP00000054073.1,NA,NA
ENSMMUP00000023516.3,NA,NA
ENSMMUP00000006039.3,NA,NA
ENSMMUP00000036133.2,NA,NA
ENSMMUP00000047632.1,NA,NA
ENSMMUP00000010091.3,NA,NA
ENSMMUP00000036662.1,NA,NA
ENSMMUP00000048882.1,NA,NA
ENSMMUP00000053747.1,NA,NA
ENSMMUP00000054744.1,NA,NA
ENSMMUP00000054214.1,NA,NA
ENSMMUP00000055236.1,NA,NA
ENSMMUP00000019617.3,NA,NA
ENSMMUP00000051944.1,NA,NA
ENSMMUP00000030314.2,NA,NA
ENSMMUP00000050184.1,NA,NA
ENSMMUP00000050918.1,NA,NA
ENSMMUP00000055859.1,NA,NA
ENSMMUP00000020740.2,NA,NA
ENSMMUP00000014232.3,NA,NA
ENSMMUP00000030223.2,NA,NA
ENSMMUP00000060289.1,NA,NA
ENSMMUP00000052628.1,NA,NA
ENSMMUP00000000789.2,NA,NA
ENSMMUP00000014995.3,NA,NA
ENSMMUP00000033700.2,NA,NA
ENSMMUP00000028115.3,NA,NA
ENSMMUP00000046598.1,NA,NA
ENSMMUP00000052619.1,NA,NA
ENSMMUP00000020205.3,NA,NA
ENSMMUP00000053225.1,NA,NA
ENSMMUP00000049324.1,NA,NA
ENSMMUP00000024933.3,NA,NA
ENSMMUP00000041177.2,NA,NA
ENSMMUP00000010517.3,NA,NA
ENSMMUP00000003713.3,NA,NA
ENSMMUP00000022532.2,NA,NA
ENSMMUP00000012138.2,NA,NA
ENSMMUP00000060874.1,NA,NA
ENSMMUP00000043996.1,NA,NA
ENSMMUP00000043301.1,NA,NA
ENSMMUP00000033720.2,NA,NA
ENSMMUP00000059732.1,NA,NA
ENSMMUP00000028727.3,NA,NA
ENSMMUP00000020888.3,NA,NA
ENSMMUP00000001988.2,NA,NA
ENSMMUP00000027392.2,NA,NA
ENSMMUP00000041119.2,NA,NA
ENSMMUP00000021273.1,NA,NA
ENSMMUP00000008350.3,NA,NA
ENSMMUP00000056170.1,NA,NA
ENSMMUP00000028737.2,NA,NA
ENSMMUP00000028041.3,NA,NA
ENSMMUP00000039347.2,NA,NA
ENSMMUP00000010507.2,NA,NA
ENSMMUP00000009982.3,NA,NA
ENSMMUP00000055546.1,NA,NA
ENSMMUP00000021257.2,NA,NA
ENSMMUP00000056101.1,NA,NA
ENSMMUP00000043680.1,NA,NA
ENSMMUP00000012358.2,NA,NA
ENSMMUP00000060109.1,NA,NA
ENSMMUP00000041665.1,NA,NA
ENSMMUP00000024792.2,NA,NA
ENSMMUP00000048787.1,NA,NA
ENSMMUP00000053364.1,NA,NA
ENSMMUP00000009635.2,NA,NA
ENSMMUP00000006887.3,NA,NA
ENSMMUP00000056866.1,NA,NA
ENSMMUP00000059028.1,NA,NA
ENSMMUP00000029345.3,NA,NA
ENSMMUP00000025908.3,NA,NA
ENSMMUP00000013397.2,NA,NA
ENSMMUP00000001861.3,NA,NA
ENSMMUP00000024504.3,NA,NA
ENSMMUP00000000121.3,NA,NA
ENSMMUP00000027970.3,NA,NA
ENSMMUP00000019518.3,NA,NA
ENSMMUP00000051650.1,NA,NA
ENSMMUP00000002665.2,NA,NA
ENSMMUP00000054878.1,NA,NA
ENSMMUP00000055786.1,NA,NA
ENSMMUP00000048478.1,NA,NA
ENSMMUP00000002085.3,NA,NA
ENSMMUP00000051910.1,NA,NA
ENSMMUP00000027871.2,NA,NA
ENSMMUP00000032682.2,NA,NA
ENSMMUP00000028234.3,NA,NA
ENSMMUP00000046572.1,NA,NA
ENSMMUP00000045051.1,NA,NA
ENSMMUP00000024598.2,NA,NA
ENSMMUP00000003006.3,NA,NA
ENSMMUP00000017077.2,NA,NA
ENSMMUP00000024808.1,NA,NA
ENSMMUP00000042201.1,NA,NA
ENSMMUP00000022806.3,NA,NA
ENSMMUP00000059692.1,NA,NA
ENSMMUP00000051711.1,NA,NA
ENSMMUP00000052046.1,NA,NA
ENSMMUP00000007491.3,NA,NA
ENSMMUP00000046491.1,NA,NA
ENSMMUP00000050092.1,NA,NA
ENSMMUP00000054415.1,NA,NA
ENSMMUP00000060476.1,NA,NA
ENSMMUP00000015240.3,NA,NA
ENSMMUP00000055791.1,NA,NA
ENSMMUP00000003241.2,NA,NA
ENSMMUP00000026509.3,NA,NA
ENSMMUP00000047001.1,NA,NA
ENSMMUP00000004111.3,NA,NA
ENSMMUP00000043749.1,NA,NA
ENSMMUP00000019923.3,NA,NA
ENSMMUP00000044838.1,NA,NA
ENSMMUP00000046163.1,NA,NA
ENSMMUP00000052249.1,NA,NA
ENSMMUP00000008912.2,NA,NA
ENSMMUP00000038444.2,NA,NA
ENSMMUP00000048539.1,NA,NA
ENSMMUP00000010597.3,NA,NA
ENSMMUP00000058628.1,NA,NA
ENSMMUP00000044589.1,NA,NA
ENSMMUP00000003206.3,NA,NA
ENSMMUP00000013772.2,NA,NA
ENSMMUP00000033983.2,NA,NA
ENSMMUP00000010874.3,NA,NA
ENSMMUP00000060160.1,NA,NA
ENSMMUP00000037517.2,NA,NA
ENSMMUP00000021606.2,NA,NA
ENSMMUP00000032741.1,NA,NA
ENSMMUP00000014738.3,NA,NA
ENSMMUP00000056045.1,NA,NA
ENSMMUP00000049286.1,NA,NA
ENSMMUP00000014296.3,NA,NA
ENSMMUP00000023732.3,NA,NA
ENSMMUP00000026653.2,NA,NA
ENSMMUP00000037163.2,NA,NA
ENSMMUP00000010450.2,NA,NA
ENSMMUP00000013344.3,NA,NA
ENSMMUP00000019160.2,NA,NA
ENSMMUP00000055479.1,NA,NA
ENSMMUP00000009916.3,NA,NA
ENSMMUP00000059428.1,NA,NA
ENSMMUP00000004552.1,NA,NA
ENSMMUP00000053627.1,NA,NA
ENSMMUP00000041071.2,NA,NA
ENSMMUP00000009193.3,NA,NA
ENSMMUP00000035830.2,NA,NA
ENSMMUP00000044398.1,NA,NA
ENSMMUP00000056308.1,NA,NA
ENSMMUP00000017806.3,NA,NA
ENSMMUP00000048035.1,NA,NA
ENSMMUP00000036112.2,NA,NA
ENSMMUP00000027135.3,NA,NA
ENSMMUP00000060857.1,NA,NA
ENSMMUP00000011590.2,NA,NA
ENSMMUP00000007759.3,NA,NA
ENSMMUP00000049301.1,NA,NA
ENSMMUP00000008253.3,NA,NA
ENSMMUP00000060512.1,NA,NA
ENSMMUP00000044107.1,NA,NA
ENSMMUP00000037507.2,NA,NA
ENSMMUP00000007779.3,NA,NA
ENSMMUP00000050062.1,NA,NA
ENSMMUP00000039544.2,NA,NA
ENSMMUP00000052901.1,NA,NA
ENSMMUP00000046058.1,NA,NA
ENSMMUP00000007053.2,NA,NA
ENSMMUP00000051591.1,NA,NA
ENSMMUP00000003588.3,NA,NA
ENSMMUP00000028670.3,NA,NA
ENSMMUP00000055682.1,NA,NA
ENSMMUP00000020084.2,NA,NA
ENSMMUP00000009046.3,NA,NA
ENSMMUP00000052665.1,NA,NA
ENSMMUP00000016499.3,NA,NA
ENSMMUP00000047490.1,NA,NA
ENSMMUP00000019244.3,NA,NA
ENSMMUP00000014090.2,NA,NA
ENSMMUP00000049834.1,NA,NA
ENSMMUP00000009714.2,NA,NA
ENSMMUP00000050570.1,NA,NA
ENSMMUP00000034077.1,NA,NA
ENSMMUP00000051220.1,NA,NA
ENSMMUP00000037428.2,NA,NA
ENSMMUP00000054017.1,NA,NA
ENSMMUP00000021727.3,NA,NA
ENSMMUP00000002185.2,NA,NA
ENSMMUP00000058642.1,NA,NA
ENSMMUP00000050046.1,<DEL>,chr1:224679963:<DEL>:78733:3408.89
ENSMMUP00000008782.2,NA,NA
ENSMMUP00000050251.1,NA,NA
ENSMMUP00000044822.1,NA,NA
ENSMMUP00000011973.3,NA,NA
ENSMMUP00000024398.2,NA,NA
ENSMMUP00000048564.1,NA,NA
ENSMMUP00000045354.1,NA,NA
ENSMMUP00000034815.2,NA,NA
ENSMMUP00000030461.3,NA,NA
ENSMMUP00000006188.3,NA,NA
ENSMMUP00000052902.1,NA,NA
ENSMMUP00000009493.1,NA,NA
ENSMMUP00000020821.3,NA,NA
ENSMMUP00000025395.3,NA,NA
ENSMMUP00000033317.2,NA,NA
ENSMMUP00000050738.1,NA,NA
ENSMMUP00000025363.2,NA,NA
ENSMMUP00000035653.2,NA,NA
ENSMMUP00000060453.1,NA,NA
ENSMMUP00000018930.3,NA,NA
ENSMMUP00000010352.2,NA,NA
ENSMMUP00000044023.1,NA,NA
ENSMMUP00000023621.2,NA,NA
ENSMMUP00000015831.2,NA,NA
ENSMMUP00000051765.1,NA,NA
ENSMMUP00000041592.1,NA,NA
ENSMMUP00000035416.2,NA,NA
ENSMMUP00000031979.1,NA,NA
ENSMMUP00000013908.2,NA,NA
ENSMMUP00000046379.1,NA,NA
ENSMMUP00000050245.1,NA,NA
ENSMMUP00000042588.1,NA,NA
ENSMMUP00000038974.2,NA,NA
ENSMMUP00000007922.3,NA,NA
ENSMMUP00000009316.2,NA,NA
ENSMMUP00000058141.1,NA,NA
ENSMMUP00000010025.3,NA,NA
ENSMMUP00000019175.3,NA,NA
ENSMMUP00000045225.1,NA,NA
ENSMMUP00000059816.1,NA,NA
ENSMMUP00000057598.1,NA,NA
ENSMMUP00000050681.1,NA,NA
ENSMMUP00000056868.1,NA,NA
ENSMMUP00000043984.1,NA,NA
ENSMMUP00000008528.3,NA,NA
ENSMMUP00000028924.3,NA,NA
ENSMMUP00000007380.3,NA,NA
ENSMMUP00000045182.1,NA,NA
ENSMMUP00000036594.2,NA,NA
ENSMMUP00000037225.2,NA,NA
ENSMMUP00000001255.2,NA,NA
ENSMMUP00000004333.3,NA,NA
ENSMMUP00000055948.1,NA,NA
ENSMMUP00000023959.2,NA,NA
ENSMMUP00000021701.2,NA,NA
ENSMMUP00000056644.1,NA,NA
ENSMMUP00000013592.3,NA,NA
ENSMMUP00000033415.2,NA,NA
ENSMMUP00000021362.3,NA,NA
ENSMMUP00000036176.1,NA,NA
ENSMMUP00000031951.2,NA,NA
ENSMMUP00000045023.1,NA,NA
ENSMMUP00000003822.3,NA,NA
ENSMMUP00000054971.1,NA,NA
ENSMMUP00000019939.3,NA,NA
ENSMMUP00000024451.3,NA,NA
ENSMMUP00000046179.1,NA,NA
ENSMMUP00000028765.3,NA,NA
ENSMMUP00000008393.3,NA,NA
ENSMMUP00000040640.2,NA,NA
ENSMMUP00000002903.1,NA,NA
ENSMMUP00000047650.1,NA,NA
ENSMMUP00000026595.3,NA,NA
ENSMMUP00000024219.3,NA,NA
ENSMMUP00000025100.3,NA,NA
ENSMMUP00000015766.3,NA,NA
ENSMMUP00000051630.1,NA,NA
ENSMMUP00000012898.3,NA,NA
ENSMMUP00000033558.2,NA,NA
ENSMMUP00000042883.1,NA,NA
ENSMMUP00000051840.1,NA,NA
ENSMMUP00000022499.3,NA,NA
ENSMMUP00000033655.2,NA,NA
ENSMMUP00000059699.1,NA,NA
ENSMMUP00000016320.2,NA,NA
ENSMMUP00000044535.1,NA,NA
ENSMMUP00000016055.3,NA,NA
ENSMMUP00000053802.1,NA,NA
ENSMMUP00000001386.2,NA,NA
ENSMMUP00000029046.2,NA,NA
ENSMMUP00000042592.1,NA,NA
ENSMMUP00000008383.2,NA,NA
ENSMMUP00000059547.1,NA,NA
ENSMMUP00000056122.1,NA,NA
ENSMMUP00000003775.3,NA,NA
ENSMMUP00000022051.3,NA,NA
ENSMMUP00000016758.2,NA,NA
ENSMMUP00000051258.1,NA,NA
ENSMMUP00000015081.2,NA,NA
ENSMMUP00000053183.1,NA,NA
ENSMMUP00000058751.1,NA,NA
ENSMMUP00000047140.1,NA,NA
ENSMMUP00000043925.1,NA,NA
ENSMMUP00000000902.3,NA,NA
ENSMMUP00000007847.2,NA,NA
ENSMMUP00000024930.2,NA,NA
ENSMMUP00000003400.2,NA,NA
ENSMMUP00000003152.3,NA,NA
ENSMMUP00000004877.3,NA,NA
ENSMMUP00000026375.3,NA,NA
ENSMMUP00000003769.3,NA,NA
ENSMMUP00000014006.3,NA,NA
ENSMMUP00000043542.1,NA,NA
ENSMMUP00000018910.2,NA,NA
ENSMMUP00000024806.3,NA,NA
ENSMMUP00000009896.2,NA,NA
ENSMMUP00000041591.1,NA,NA
ENSMMUP00000024798.2,NA,NA
ENSMMUP00000032262.2,NA,NA
ENSMMUP00000003323.3,NA,NA
ENSMMUP00000012326.3,NA,NA
ENSMMUP00000019806.2,NA,NA
ENSMMUP00000039633.1,NA,NA
ENSMMUP00000014187.3,NA,NA
ENSMMUP00000058212.1,NA,NA
ENSMMUP00000001666.3,NA,NA
ENSMMUP00000031215.3,NA,NA
ENSMMUP00000056660.1,NA,NA
ENSMMUP00000008281.3,NA,NA
ENSMMUP00000013542.3,NA,NA
ENSMMUP00000015984.3,NA,NA
ENSMMUP00000030028.3,NA,NA
ENSMMUP00000047944.1,NA,NA
ENSMMUP00000056324.1,NA,NA
ENSMMUP00000001674.3,NA,NA
ENSMMUP00000051634.1,NA,NA
ENSMMUP00000060859.1,NA,NA
ENSMMUP00000010372.2,NA,NA
ENSMMUP00000034524.2,NA,NA
ENSMMUP00000040274.2,NA,NA
ENSMMUP00000006791.3,NA,NA
ENSMMUP00000016339.2,NA,NA
ENSMMUP00000050352.1,NA,NA
ENSMMUP00000022169.3,NA,NA
ENSMMUP00000052281.1,NA,NA
ENSMMUP00000055443.1,NA,NA
ENSMMUP00000039193.2,NA,NA
ENSMMUP00000026911.2,NA,NA
ENSMMUP00000036255.2,NA,NA
ENSMMUP00000053635.1,NA,NA
ENSMMUP00000032188.2,NA,NA
ENSMMUP00000009250.2,<DEL>,chr10:63971191:<DEL>:95175:1867.73
ENSMMUP00000021323.3,NA,NA
ENSMMUP00000010910.3,NA,NA
ENSMMUP00000031156.3,NA,NA
ENSMMUP00000060248.1,NA,NA
ENSMMUP00000031108.2,NA,NA
ENSMMUP00000059939.1,NA,NA
ENSMMUP00000060240.1,NA,NA
ENSMMUP00000054839.1,NA,NA
ENSMMUP00000034543.2,NA,NA
ENSMMUP00000042266.1,NA,NA
ENSMMUP00000028100.3,NA,NA
ENSMMUP00000007478.2,NA,NA
ENSMMUP00000029792.2,NA,NA
ENSMMUP00000050736.1,NA,NA
ENSMMUP00000047753.1,NA,NA
ENSMMUP00000010321.3,NA,NA
ENSMMUP00000030737.3,NA,NA
ENSMMUP00000024396.3,NA,NA
ENSMMUP00000007525.1,NA,NA
ENSMMUP00000013279.3,NA,NA
ENSMMUP00000017928.3,NA,NA
ENSMMUP00000028414.3,NA,NA
ENSMMUP00000025606.3,NA,NA
ENSMMUP00000002826.2,NA,NA
ENSMMUP00000046900.1,NA,NA
ENSMMUP00000009535.3,NA,NA
ENSMMUP00000029433.3,NA,NA
ENSMMUP00000058315.1,NA,NA
ENSMMUP00000021099.3,NA,NA
ENSMMUP00000023267.3,NA,NA
ENSMMUP00000043697.1,NA,NA
ENSMMUP00000000749.3,NA,NA
